# OTU,ROOT,MAIN.GENOME,DOMAIN,KINGDOM,SUPER.PHYLUM,PHYLUM,CLASS,ORDER,FAMILY
OTU_9205,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Syntrophobacteria, Syntrophobacterales, Thermodesulforhabdaceae
OTU_9280,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Sphingomonadales,Unclassified_Sphingomonadales
OTU_9407,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Dethiosulfatibacteraceae
OTU_9518,root, Main genome, Bacteria, Bacteria (superkingdom), Elusimicrobiota superphylum, Elusimicrobiota, Endomicrobia, Endomicrobiales, Endomicrobiaceae
OTU_9655,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Alkalimarinus family incertae sedis
OTU_9979,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Thermoanaerobacteria, Thermoanaerobacterales, SRB2
OTU_110031,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfobulbia,Unclassified_Desulfobulbia,Unclassified_Desulfobulbia
OTU_110190,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, Candidatus Yonathbacteria,Unclassified_Candidatus Yonathbacteria,Unclassified_Candidatus Yonathbacteria
OTU_110195,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Woykebacteria,Unclassified_Candidatus Woykebacteria,Unclassified_Candidatus Woykebacteria,Unclassified_Candidatus Woykebacteria
OTU_110425,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Caulobacterales,Unclassified_Caulobacterales
OTU_110437,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Falkowbacteria,Unclassified_Candidatus Falkowbacteria,Unclassified_Candidatus Falkowbacteria,Unclassified_Candidatus Falkowbacteria
OTU_110550,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Shapirobacteria,Unclassified_Candidatus Shapirobacteria,Unclassified_Candidatus Shapirobacteria,Unclassified_Candidatus Shapirobacteria
OTU_110590,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rickettsiales, Fokiniaceae
OTU_110686,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Buchananbacteria,Unclassified_Candidatus Buchananbacteria,Unclassified_Candidatus Buchananbacteria,Unclassified_Candidatus Buchananbacteria
OTU_111011,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Beckwithbacteria,Unclassified_Candidatus Beckwithbacteria,Unclassified_Candidatus Beckwithbacteria,Unclassified_Candidatus Beckwithbacteria
OTU_111017,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Levybacteria,Unclassified_Candidatus Levybacteria,Unclassified_Candidatus Levybacteria,Unclassified_Candidatus Levybacteria
OTU_111061,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Proteinivoracales class incertae sedis,Unclassified_Proteinivoracales class incertae sedis,Unclassified_Proteinivoracales class incertae sedis
OTU_111082,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Desulfitobacteriia, Desulfitobacteriales,Unclassified_Desulfitobacteriales
OTU_111147,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Magnetococcia, Magnetococcales,Unclassified_Magnetococcales
OTU_101145,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Curtissbacteria,Unclassified_Candidatus Curtissbacteria,Unclassified_Candidatus Curtissbacteria,Unclassified_Candidatus Curtissbacteria
OTU_111531,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Uhrbacteria,Unclassified_Candidatus Uhrbacteria,Unclassified_Candidatus Uhrbacteria,Unclassified_Candidatus Uhrbacteria
OTU_111877,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Acidobacteria group 19,Unclassified_Acidobacteria group 19,Unclassified_Acidobacteria group 19
OTU_112052,root, Main genome, Archaea, Archaea (superkingdom), DPANN, Iainarchaeota, Iainarchaeia, Iainarchaeales, Candidatus Iainarchaeum family incertae sedis
OTU_112201,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanocellia, Methanocellales,Unclassified_Methanocellales
OTU_112214,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, Candidatus Campbellbacteria,Unclassified_Candidatus Campbellbacteria,Unclassified_Candidatus Campbellbacteria
OTU_112331,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanosarcinia, Methanosarciniales, Methanosarcinaceae
OTU_112461,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Blastocatellia (Acidobacteria group 4), 11-24,Unclassified_11-24
OTU_112561,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Nitrococcales, Nitrococcaceae
OTU_112637,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rickettsiales, bac2nit3
OTU_112950,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Pacebacteria,Unclassified_Candidatus Pacebacteria,Unclassified_Candidatus Pacebacteria,Unclassified_Candidatus Pacebacteria
OTU_113386,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Acidobacteriae, Acidobacteriales,Unclassified_Acidobacteriales
OTU_113674,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Oleiphilaceae
OTU_113889,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Saccharimonadia, Saccharimonadales class incertae sedis,Unclassified_Saccharimonadales class incertae sedis,Unclassified_Saccharimonadales class incertae sedis
OTU_114898,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelatoclostridiaceae
OTU_115221,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia, Cyanobacteriales, Xenococcaceae
OTU_115365,root, Main genome, Bacteria, Bacteria (superkingdom), Hydrogenedentes superphylum, Hydrogenedentes, Hydrogenedentia,Unclassified_Hydrogenedentia,Unclassified_Hydrogenedentia
OTU_115934,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, Candidatus Vogelbacteria,Unclassified_Candidatus Vogelbacteria,Unclassified_Candidatus Vogelbacteria
OTU_102086,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Halobacteria, Halobacterales, Halomicrobiaceae
OTU_102189,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae
OTU_102535,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Kordiimonadales, Iodidimonadaceae
OTU_102707,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Sphingobacteriales, S15A-MN91
OTU_100374,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, UBA4486,Unclassified_UBA4486
OTU_103844,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, Paceibacterales class incertae sedis, Paceibacterales, Paceibacteraceae
OTU_105056,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Sphingobacteriales, KD1-131
OTU_105160,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Negativicutes, Veillonellales-Selenomonadales,Unclassified_Veillonellales-Selenomonadales
OTU_105732,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Kordiimonadales, Temperatibacteraceae
OTU_106377,root, Main genome, Bacteria, Bacteria (superkingdom), Caldiserica superphylum,Unclassified_Caldiserica superphylum,Unclassified_Caldiserica superphylum,Unclassified_Caldiserica superphylum,Unclassified_Caldiserica superphylum
OTU_106395,root, Main genome, Bacteria, Bacteria (superkingdom), Dadabacteria superphylum, Dadabacteria, Dadabacteriia,Unclassified_Dadabacteriia,Unclassified_Dadabacteriia
OTU_106783,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Fermentibacterota, Fermentibacteria,Unclassified_Fermentibacteria,Unclassified_Fermentibacteria
OTU_107072,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia, Leptolyngbyales,Unclassified_Leptolyngbyales
OTU_107255,root, Main genome, Bacteria, Bacteria (superkingdom), Synergistetes superphylum, Synergistota,Unclassified_Synergistota,Unclassified_Synergistota,Unclassified_Synergistota
OTU_107275,root, Main genome, Bacteria, Bacteria (superkingdom), Elusimicrobiota superphylum, Elusimicrobiota, Elusimicrobia, FCPU453,Unclassified_FCPU453
OTU_107647,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, Dehalococcoidales, Dehalococcoidaceae
OTU_107974,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Sphingobacteriales, ADurb.Bin408
OTU_108055,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Micrococcales, Demequinaceae
OTU_108177,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Methylococcales, Cycloclasticaceae
OTU_108624,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Holophagae, Acidobacteria group 7a,Unclassified_Acidobacteria group 7a
OTU_109072,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Desulfitobacteriia, Desulfitobacteriales, Heliobacteriaceae
OTU_109085,root, Main genome, Bacteria, Bacteria (superkingdom), Nitrospirae superphylum, Nitrospirota, Thermodesulfovibrionia, Magnetobacteriales,Unclassified_Magnetobacteriales
OTU_100967,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Armatimonadota, Armatimonadetes group 4,Unclassified_Armatimonadetes group 4,Unclassified_Armatimonadetes group 4
OTU_109747,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, UBA9983,Unclassified_UBA9983,Unclassified_UBA9983
OTU_109830,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Collierbacteria,Unclassified_Candidatus Collierbacteria,Unclassified_Candidatus Collierbacteria,Unclassified_Candidatus Collierbacteria
OTU_201180,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Anaerolineae, 1-20,Unclassified_1-20
OTU_201187,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Burkholderiales, SC-I-84
OTU_200136,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Burkholderiales, B1-7BS
OTU_201434,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Enterobacterales, Gallaecimonadaceae
OTU_201459,root, Main genome, Archaea, Archaea (superkingdom), TACK, Thaumarchaeota, Nitrososphaeria, Nitrosotaleales, Nitrosotaleaceae
OTU_201508,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Sphingobacteriales, LiUU-11-161
OTU_201628,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Burkholderiales, Neisseriaceae
OTU_201649,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, 185B01,Unclassified_185B01
OTU_201802,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Syntrophorhabdia, Syntrophorhabdales, Syntrophorhabdaceae
OTU_201892,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Competibacterales,Unclassified_Competibacterales
OTU_201905,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Euryarchaeota, Methanobacteria, Methanobacteriales, Methanobacteriaceae
OTU_202159,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Brocadiae, Brocadiales, Brocadiaceae
OTU_202162,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia, Eurycoccales, Eurycoccales Incertae Sedis
OTU_202177,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Burkholderiales, Chitinibacteraceae
OTU_202309,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Phycisphaerae, Tepidisphaerales, Tepidisphaeraceae
OTU_202336,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Anaerolineae, Ardenticatenales, Ardenticatenaceae
OTU_202554,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae
OTU_202669,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia, Cyanobacteriales, Oscillatoriaceae
OTU_202695,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Phycisphaerae, Tepidisphaerales,Unclassified_Tepidisphaerales
OTU_202794,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Dongiales, Dongiaceae
OTU_203087,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfomonilia, Desulfomonilales, Desulfomonilaceae
OTU_203158,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Micrococcales, Dermatophilaceae
OTU_203267,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Ferrovibrionales, Ferrovibrionaceae
OTU_203513,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, Candidatus Ryanbacteria,Unclassified_Candidatus Ryanbacteria,Unclassified_Candidatus Ryanbacteria
OTU_203544,root, Main genome, Bacteria, Bacteria (superkingdom), Caldiserica superphylum, Caldisericota,Unclassified_Caldisericota,Unclassified_Caldisericota,Unclassified_Caldisericota
OTU_203738,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Caedibacterales,Unclassified_Caedibacterales
OTU_203785,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Verrucomicrobiae, Methylacidiphilales, Methylacidiphilaceae
OTU_203898,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Cytophagales, Raineyaceae
OTU_203990,root, Main genome, Bacteria, Bacteria (superkingdom), Nitrospirae superphylum, Methylomirabilota, Methylomirabilia, Rokubacteriales, WX65
OTU_203997,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Chlamydiae, Chlamydiales, Chlamydiaceae
OTU_204051,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia,Unclassified_Cyanobacteriia,Unclassified_Cyanobacteriia
OTU_204201,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, R7C24,Unclassified_R7C24
OTU_204216,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rhizobiales, Labraceae
OTU_204237,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Micrococcales, Bogoriellaceae
OTU_204457,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, ML635J-40 aquatic group
OTU_204462,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Acetobacterales,Unclassified_Acetobacterales
OTU_204501,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, MAT-CR-M4-B07,Unclassified_MAT-CR-M4-B07,Unclassified_MAT-CR-M4-B07,Unclassified_MAT-CR-M4-B07
OTU_200453,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Thalassospiraceae
OTU_204602,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanosarcinia, Methanosarciniales, Methanoperedenaceae
OTU_204653,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanosarcinia, Methanosarciniales, ANME-2a-2b
OTU_204750,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Burkholderiales, A21b
OTU_204775,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae
OTU_204788,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, Candidatus Adlerbacteria,Unclassified_Candidatus Adlerbacteria,Unclassified_Candidatus Adlerbacteria
OTU_204941,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Acidaminobacteraceae
OTU_205033,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, 01D2Z36
OTU_200559,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, CCD24,Unclassified_CCD24
OTU_200698,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, CCM19a,Unclassified_CCM19a
OTU_200708,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Dethiobacteria, Dethiobacterales,Unclassified_Dethiobacterales
OTU_200732,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum,Unclassified_Acidobacteria superphylum,Unclassified_Acidobacteria superphylum,Unclassified_Acidobacteria superphylum,Unclassified_Acidobacteria superphylum
OTU_301101,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Cytophagales, MWH-CFBk5
OTU_301167,root, Main genome, Bacteria, Bacteria (superkingdom), Thermotogota superphylum, Thermotogota, Thermotogae, Thermotogales, Fervidobacteriaceae
OTU_301667,root, Main genome, Bacteria, Bacteria (superkingdom), Acetothermia superphylum (OP1), Acetothermia,Unclassified_Acetothermia,Unclassified_Acetothermia,Unclassified_Acetothermia
OTU_301893,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Pelagibacterales, Clade III
OTU_302022,root, Main genome, Archaea, Archaea (superkingdom), TACK, Crenarchaeota, Thermoprotei, Desulfurococcales, Acidilobaceae
OTU_302056,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Pelagibacterales, Clade Ib
OTU_302079,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Pelagibacterales, Clade II
OTU_302086,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Natranaerobiia,Unclassified_Natranaerobiia,Unclassified_Natranaerobiia
OTU_300253,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rhizobiales, Kaistiaceae
OTU_300847,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Burkholderiales, MWH-UniP1 aquatic group
OTU_410059,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Frankiales, Cryptosporangiaceae
OTU_410121,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanosarcinia, Methanosarciniales, Syntrophoarchaeaceae
OTU_410161,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, Rs-E47 termite group
OTU_410230,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Chloroflexia, Kallotenuales,Unclassified_Kallotenuales
OTU_410350,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Chloroflexia, Kallotenuales, AKIW781
OTU_410457,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Saccharimonadia, Saccharimonadales class incertae sedis, Saccharimonadales, Saccharimonadaceae
OTU_410739,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Chloroflexia, Thermobaculales, Thermobaculaceae
OTU_411023,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Glycomycetales, Glycomycetaceae
OTU_411030,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanomicrobia, Methanomicrobiales, Methanoregulaceae
OTU_411034,root, Main genome, Bacteria, Bacteria (superkingdom), Caldatribacteriota superphylum, Caldatribacteriota, Caldatribacteriia, Caldatribacteriales, Caldatribacteriaceae
OTU_411108,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, FFCH16263,Unclassified_FFCH16263
OTU_411128,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Oscillospirales, UCG-010
OTU_411138,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia, Oxyphotobacteria Incertae Sedis, Leptolyngbya EcFYyyy-00
OTU_411242,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Euryarchaeota, Thermococci, Methanofastidiosales, Methanofastidiosaceae
OTU_400113,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Cardiobacteriales, Wohlfahrtiimonadaceae
OTU_411846,root, Main genome, Archaea, Archaea (superkingdom), TACK, Thaumarchaeota, Group 1.1c,Unclassified_Group 1.1c,Unclassified_Group 1.1c
OTU_412033,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Micromonosporales,Unclassified_Micromonosporales
OTU_412071,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, Thermomicrobiaceae
OTU_412611,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Streptosporangiales, Nocardiopsaceae
OTU_412710,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanosarcinia, Methanosarciniales, Methanosaetaceae
OTU_412807,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, JG36-GS-52,Unclassified_JG36-GS-52
OTU_413043,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Gemmatimonadota, Longimicrobia, Longimicrobiales,Unclassified_Longimicrobiales
OTU_413045,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Euryarchaeota, Methanobacteria, Methanobacteriales, Methanothermobacteriaceae
OTU_413103,root, Main genome, Bacteria, Bacteria (superkingdom), Deferribacteres Chrysogenetes group, Deferribacterota, Deferribacteres, Deferribacterales, Deferribacteraceae
OTU_413284,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Eggerthellaceae
OTU_413415,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia, Cyanobacteriales, Desertifilaceae
OTU_413502,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Phycisphaerae, MSBL9, KCLunmb-38-53
OTU_413864,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Acidithiobacillales, Acidithiobacillaceae
OTU_413882,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Chloroflexia, Thermobaculales,Unclassified_Thermobaculales
OTU_414436,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Ktedonobacteria, Ktedonobacterales, JG30-KF-AS9
OTU_414452,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Azospirillales,Unclassified_Azospirillales
OTU_415021,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfuromonadia, Desulfuromonadales, Geothermobacteraceae
OTU_415024,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfuromonadia, Geobacterales,Unclassified_Geobacterales
OTU_415372,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Desulfitobacteriia, Desulfitobacteriales, TC1
OTU_415527,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Kiloniellales, Fodinicurvataceae
OTU_415572,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Negativicutes, Acidaminococcales, Acidaminococcaceae
OTU_415577,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Competibacterales, Competibacteraceae
OTU_415663,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, KF-JG30-C25,Unclassified_KF-JG30-C25
OTU_415908,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Catenulisporales, Catenulisporaceae
OTU_416083,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Acidobacteriae, Bryobacterales,Unclassified_Bryobacterales
OTU_416156,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Eubacteriales, Eubacteriaceae
OTU_416554,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Blastocatellia (Acidobacteria group 4), Pyrinomonadales,Unclassified_Pyrinomonadales
OTU_416631,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanosarcinia,Unclassified_Methanosarcinia,Unclassified_Methanosarcinia
