"X","ROOT","MAIN.GENOME","DOMAIN","KINGDOM","SUPER.PHYLUM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","X.1"
"OTU_11699","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," DscP2","Unclassified_DscP2","Unclassified_DscP2","Unclassified_DscP2",""
"OTU_11700","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," GIF3","Unclassified_GIF3","Unclassified_GIF3","Unclassified_GIF3",""
"OTU_11701","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae"," Pir4 lineage","Unclassified_Pir4 lineage",""
"OTU_11702","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," MSBL9"," SG8-4","Unclassified_SG8-4","Unclassified_SG8-4",""
"OTU_11703","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae","Unclassified_Pirellulaceae","Unclassified_Pirellulaceae",""
"OTU_11704","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Clostridia"," Lachnospirales"," Lachnospiraceae"," Natranaerovirga","Unclassified_Natranaerovirga",""
"OTU_11705","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11706","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Chlamydiae"," Chlamydiales","Unclassified_Chlamydiales","Unclassified_Chlamydiales","Unclassified_Chlamydiales",""
"OTU_11707","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia",""
"OTU_11708","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11709","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria",""
"OTU_11710","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales",""
"OTU_11711","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Ktedonobacteria","Unclassified_Ktedonobacteria","Unclassified_Ktedonobacteria","Unclassified_Ktedonobacteria","Unclassified_Ktedonobacteria",""
"OTU_11712","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Myxococcota"," bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25",""
"OTU_11713","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Pirellulales","Unclassified_Pirellulales","Unclassified_Pirellulales","Unclassified_Pirellulales",""
"OTU_11714","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Planctomycetales"," Gimesiaceae","Unclassified_Gimesiaceae","Unclassified_Gimesiaceae",""
"OTU_11715","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade",""
"OTU_11716","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11717","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Bdellovibrionota"," Oligoflexia"," Oligoflexales"," Oligoflexaceae","Unclassified_Oligoflexaceae","Unclassified_Oligoflexaceae",""
"OTU_11718","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Coxiellales"," Coxiellaceae"," Coxiella","Unclassified_Coxiella",""
"OTU_11719","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Micavibrionales"," Micavibrionaceae","Unclassified_Micavibrionaceae","Unclassified_Micavibrionaceae",""
"OTU_11720","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Candidatus Beckwithbacteria","Unclassified_Candidatus Beckwithbacteria","Unclassified_Candidatus Beckwithbacteria","Unclassified_Candidatus Beckwithbacteria","Unclassified_Candidatus Beckwithbacteria","Unclassified_Candidatus Beckwithbacteria",""
"OTU_11721","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," MSBL9"," SG8-4","Unclassified_SG8-4","Unclassified_SG8-4",""
"OTU_11722","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22",""
"OTU_11724","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Calditrichota"," Calditrichia"," Calditrichales","Unclassified_Calditrichales","Unclassified_Calditrichales","Unclassified_Calditrichales",""
"OTU_11725","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Parcubacteria","Unclassified_Parcubacteria","Unclassified_Parcubacteria","Unclassified_Parcubacteria","Unclassified_Parcubacteria","Unclassified_Parcubacteria",""
"OTU_11726","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," MSBL9"," SG8-4","Unclassified_SG8-4","Unclassified_SG8-4",""
"OTU_11727","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11728","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11729","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Coxiellales"," Coxiellaceae"," Coxiella","Unclassified_Coxiella",""
"OTU_11730","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Latescibacterota"," Latescibacteria"," Latescibacterales"," Latescibacteraceae"," Candidatus Latescibacter","Unclassified_Candidatus Latescibacter",""
"OTU_11731","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae","Unclassified_Pirellulaceae","Unclassified_Pirellulaceae",""
"OTU_11732","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Clostridia","Unclassified_Clostridia","Unclassified_Clostridia","Unclassified_Clostridia","Unclassified_Clostridia",""
"OTU_11733","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales",""
"OTU_11734","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Hydrogenedentes superphylum"," Hydrogenedentes"," Hydrogenedentia"," Hydrogenedentiales"," Hydrogenedensaceae","Unclassified_Hydrogenedensaceae","Unclassified_Hydrogenedensaceae",""
"OTU_11735","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Clostridia"," Clostridia vadinBB60 group","Unclassified_Clostridia vadinBB60 group","Unclassified_Clostridia vadinBB60 group","Unclassified_Clostridia vadinBB60 group",""
"OTU_11736","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," MSBL9","Unclassified_MSBL9","Unclassified_MSBL9","Unclassified_MSBL9",""
"OTU_11737","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota",""
"OTU_11738","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Dependentiae superphylum"," Dependentiae"," Babeliae"," Babeliales","Unclassified_Babeliales","Unclassified_Babeliales","Unclassified_Babeliales",""
"OTU_11739","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Spirochaetes superphylum"," Spirochaetota"," Spirochaetia"," Spirochaetales"," Spirochaetaceae","Unclassified_Spirochaetaceae","Unclassified_Spirochaetaceae",""
"OTU_11740","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae","Unclassified_Pirellulaceae","Unclassified_Pirellulaceae",""
"OTU_11741","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Dependentiae superphylum"," Dependentiae"," Babeliae"," Babeliales","Unclassified_Babeliales","Unclassified_Babeliales","Unclassified_Babeliales",""
"OTU_11742","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Myxococcota"," bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25",""
"OTU_11743","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," LCP-89","Unclassified_LCP-89","Unclassified_LCP-89","Unclassified_LCP-89","Unclassified_LCP-89","Unclassified_LCP-89",""
"OTU_11744","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Oxalobacteraceae"," [Aquaspirillum] arcticum group","Unclassified_[Aquaspirillum] arcticum group",""
"OTU_11745","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",""
"OTU_11746","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11747","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11748","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Bdellovibrionota"," Oligoflexia"," 0319-6G20","Unclassified_0319-6G20","Unclassified_0319-6G20","Unclassified_0319-6G20",""
"OTU_11749","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Chlamydiae"," Chlamydiales","Unclassified_Chlamydiales","Unclassified_Chlamydiales","Unclassified_Chlamydiales",""
"OTU_11750","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," MSBL9"," SG8-4","Unclassified_SG8-4","Unclassified_SG8-4",""
"OTU_11751","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," MSBL9"," L21-RPul-D3","Unclassified_L21-RPul-D3","Unclassified_L21-RPul-D3",""
"OTU_11752","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota",""
"OTU_11753","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota",""
"OTU_11754","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Elusimicrobiota superphylum"," Elusimicrobiota"," Rs-M47","Unclassified_Rs-M47","Unclassified_Rs-M47","Unclassified_Rs-M47","Unclassified_Rs-M47",""
"OTU_11755","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Margulisbacteria superphylum"," Margulisbacteria","Unclassified_Margulisbacteria","Unclassified_Margulisbacteria","Unclassified_Margulisbacteria","Unclassified_Margulisbacteria","Unclassified_Margulisbacteria",""
"OTU_11756","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales",""
"OTU_11757","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales",""
"OTU_11758","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Aenigmarchaeota"," Aenigmarchaeia"," Aenigmarchaeales","Unclassified_Aenigmarchaeales","Unclassified_Aenigmarchaeales","Unclassified_Aenigmarchaeales",""
"OTU_11759","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Verrucomicrobiae"," Opitutales","Unclassified_Opitutales","Unclassified_Opitutales","Unclassified_Opitutales",""
"OTU_11760","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales",""
"OTU_11761","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11762","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales"," AKAU3564 sediment group","Unclassified_AKAU3564 sediment group","Unclassified_AKAU3564 sediment group",""
"OTU_11763","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales",""
"OTU_11764","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Dependentiae superphylum"," Dependentiae"," Babeliae"," Babeliales","Unclassified_Babeliales","Unclassified_Babeliales","Unclassified_Babeliales",""
"OTU_11765","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Bdellovibrionota"," Bdellovibrionia"," Bacteriovoracales"," Bacteriovoracaceae"," Halobacteriovorax","Unclassified_Halobacteriovorax",""
"OTU_11766","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," GIF3","Unclassified_GIF3","Unclassified_GIF3","Unclassified_GIF3",""
"OTU_11767","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11768","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Dependentiae superphylum"," Dependentiae"," Babeliae"," Babeliales","Unclassified_Babeliales","Unclassified_Babeliales","Unclassified_Babeliales",""
"OTU_11769","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota",""
"OTU_11770","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11771","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Thermoleophilia"," Gaiellales","Unclassified_Gaiellales","Unclassified_Gaiellales","Unclassified_Gaiellales",""
"OTU_11772","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Candidatus Komeilibacteria","Unclassified_Candidatus Komeilibacteria","Unclassified_Candidatus Komeilibacteria","Unclassified_Candidatus Komeilibacteria","Unclassified_Candidatus Komeilibacteria","Unclassified_Candidatus Komeilibacteria",""
"OTU_11773","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Pirellulales","Unclassified_Pirellulales","Unclassified_Pirellulales","Unclassified_Pirellulales",""
"OTU_11774","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Sva0485","Unclassified_Sva0485","Unclassified_Sva0485","Unclassified_Sva0485","Unclassified_Sva0485","Unclassified_Sva0485",""
"OTU_11775","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteria group 5","Unclassified_Acidobacteria group 5","Unclassified_Acidobacteria group 5","Unclassified_Acidobacteria group 5","Unclassified_Acidobacteria group 5",""
"OTU_11776","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales",""
"OTU_11777","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Dadabacteria superphylum"," Dadabacteria"," Dadabacteriia"," Dadabacteriales","Unclassified_Dadabacteriales","Unclassified_Dadabacteriales","Unclassified_Dadabacteriales",""
"OTU_11778","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," JG30-KF-CM66","Unclassified_JG30-KF-CM66","Unclassified_JG30-KF-CM66","Unclassified_JG30-KF-CM66","Unclassified_JG30-KF-CM66",""
"OTU_11779","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria",""
"OTU_11780","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Dependentiae superphylum"," Dependentiae"," Babeliae"," Babeliales","Unclassified_Babeliales","Unclassified_Babeliales","Unclassified_Babeliales",""
"OTU_11781","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Iainarchaeota","Unclassified_Iainarchaeota","Unclassified_Iainarchaeota","Unclassified_Iainarchaeota","Unclassified_Iainarchaeota","Unclassified_Iainarchaeota",""
"OTU_11782","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria",""
"OTU_11783","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae"," Pir4 lineage","Unclassified_Pir4 lineage",""
"OTU_11784","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11785","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria",""
"OTU_11786","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia",""
"OTU_11787","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",""
"OTU_11788","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria",""
"OTU_11789","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota",""
"OTU_11790","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," MSBL9"," SG8-4","Unclassified_SG8-4","Unclassified_SG8-4",""
"OTU_11791","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11792","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae","Unclassified_Pirellulaceae","Unclassified_Pirellulaceae",""
"OTU_11793","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota",""
"OTU_11794","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Sumerlaeota superphylum"," Sumerlaeota"," Sumerlaeia"," Sumerlaeales","Unclassified_Sumerlaeales","Unclassified_Sumerlaeales","Unclassified_Sumerlaeales",""
"OTU_11795","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria",""
"OTU_11796","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales",""
"OTU_11797","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," Napoli-4B-65","Unclassified_Napoli-4B-65","Unclassified_Napoli-4B-65","Unclassified_Napoli-4B-65",""
"OTU_11798","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",""
"OTU_11799","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Thermoleophilia","Unclassified_Thermoleophilia","Unclassified_Thermoleophilia","Unclassified_Thermoleophilia","Unclassified_Thermoleophilia",""
"OTU_11800","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteria group 21","Unclassified_Acidobacteria group 21","Unclassified_Acidobacteria group 21","Unclassified_Acidobacteria group 21","Unclassified_Acidobacteria group 21",""
"OTU_11801","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales",""
"OTU_11802","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota",""
"OTU_11804","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes","Unclassified_Planctomycetes","Unclassified_Planctomycetes","Unclassified_Planctomycetes","Unclassified_Planctomycetes",""
"OTU_11805","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," GIF9","Unclassified_GIF9","Unclassified_GIF9","Unclassified_GIF9",""
"OTU_11806","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Ktedonobacteria"," Ktedonobacterales"," Ktedonobacteraceae"," JG30a-KF-32","Unclassified_JG30a-KF-32",""
"OTU_11807","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales",""
"OTU_11808","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia",""
"OTU_11809","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia",""
"OTU_11810","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Gemmatales"," Gemmataceae","Unclassified_Gemmataceae","Unclassified_Gemmataceae",""
"OTU_11811","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Thermoleophilia"," Gaiellales","Unclassified_Gaiellales","Unclassified_Gaiellales","Unclassified_Gaiellales",""
"OTU_11812","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales",""
